	family	subfamily	genus	species	sample-1_1093_6313	sample-1_10_102032	sample-1_11_101626	sample-1_12_101623	sample-1_13_99291	sample-1_15_98423	sample-1_16_98401	sample-1_17_96846	sample-1_18_96565	sample-1_1971_3823	sample-1_19_96211	sample-1_1_194036	sample-1_2023_3705	sample-1_2087_3578	sample-1_20_95736	sample-1_21_95604	sample-1_22_93708	sample-1_2370_3154	sample-1_23_92914	sample-1_241_22966	sample-1_2468_3000	sample-1_2475_2996	sample-1_2496_2968	sample-1_24_92306	sample-1_2557_2904	sample-1_273_20403	sample-1_2809_2618	sample-1_2895_2535	sample-1_2_180874	sample-1_309_18290	sample-1_30_80291	sample-1_3125_2250	sample-1_3157_2206	sample-1_3406_1938	sample-1_3423_1921	sample-1_347_16656	sample-1_352_16508	sample-1_3596_1751	sample-1_3635_1721	sample-1_3643_1714	sample-1_3684_1680	sample-1_3983_1483	sample-1_3_171347	sample-1_4061_1441	sample-1_41_65330	sample-1_4226_1355	sample-1_4390_1275	sample-1_4409_1266	sample-1_4411_1265	sample-1_4677_1147	sample-1_4798_1110	sample-1_4954_1063	sample-1_4981_1057	sample-1_4_157545	sample-1_516_11797	sample-1_5191_1012	sample-1_5_155540	sample-1_6_155389	sample-1_7_152939	sample-1_9_104613
OLYV01000018	Zeta	Zeta	Zeta_6	Zeta_6_1	1.0	0.086	0.047	0.086	0.077	0.159	0.057	0.056	0.071	0.286	0.061	0.03	0.0	0.167	0.057	0.065	0.05	0.167	0.132	0.037	0.5	0.0	0.0	0.008	0.5	0.091	0.0	0.0	0.33	0.0	0.038	0.0	0.0	1.0	0.25	0.1	0.0	0.0	0.5	0.0	0.5	0.0	0.219	0.0	0.034	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.032	0.105	0.0	0.027	0.026	0.03	0.083
OLZJ01000019	Suoliviridae	Uncouvirinae	Birpovirus	Birpovirus hominis	0.167	0.483	0.406	0.381	0.365	0.08	0.557	0.09	0.48	0.0	0.07	0.07	0.5	0.833	0.562	0.579	0.58	0.167	0.11	0.111	0.5	0.0	0.8	0.03	0.5	0.5	0.0	0.0	0.018	0.28	0.086	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.026	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.158	1.0	0.018	0.021	0.02	0.426
OLZO01000021	Epsilon	Epsilon	Epsilon_1	Epsilon_1_13	0.0	0.026	0.031	0.019	0.019	0.009	0.009	0.034	0.02	0.0	0.0	0.013	0.0	0.0	0.01	0.009	0.01	0.0	0.022	0.0	0.5	0.0	0.0	0.692	0.5	0.0	0.0	0.0	0.0	0.04	0.01	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.343	0.0	0.0	0.33	0.346	0.343	0.028
OLZQ01000009	Zeta	Zeta	Zeta_15	Zeta_15_1	0.667	0.095	0.094	0.086	0.106	0.106	0.057	0.056	0.071	0.143	0.087	0.043	0.0	0.167	0.076	0.056	0.05	0.167	0.088	0.037	0.5	0.0	0.0	0.008	0.5	0.091	0.0	0.2	0.237	0.04	0.057	0.0	0.0	1.0	0.25	0.05	0.0	0.0	0.5	0.0	0.5	0.0	0.386	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.009	0.105	0.0	0.009	0.005	0.01	0.083
OLZQ01000035	Suoliviridae	Uncouvirinae	Aurodevirus	Aurodevirus hiberniae	0.167	0.414	0.414	0.362	0.49	0.062	0.925	0.067	0.378	0.0	0.07	0.07	0.5	0.667	0.886	0.907	0.93	0.167	0.099	0.111	0.5	0.0	0.6	0.015	0.5	0.409	0.0	0.4	0.027	0.28	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.018	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.158	1.0	0.014	0.021	0.015	0.38
OLZQ01000040	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.303	0.071	0.0	0.122	0.252	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
OLZR01000008	Zeta	Zeta	Zeta_15	Zeta_15_1	0.667	0.095	0.102	0.086	0.106	0.106	0.066	0.056	0.071	0.143	0.087	0.043	0.0	0.167	0.086	0.065	0.06	0.167	0.088	0.037	0.5	0.0	0.0	0.008	0.5	0.091	0.0	0.2	0.237	0.04	0.057	0.0	0.0	1.0	0.25	0.05	0.0	0.0	0.5	0.0	0.5	0.0	0.386	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.009	0.105	0.0	0.009	0.005	0.01	0.083
OMAL01000015	Zeta	Zeta	Zeta_1	Zeta_1_2	1.0	0.078	0.055	0.086	0.058	0.159	0.066	0.034	0.061	0.0	0.07	0.023	0.0	0.0	0.067	0.075	0.07	0.167	0.099	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.4	0.353	0.0	0.029	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.215	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.023	0.053	0.0	0.018	0.026	0.02	0.056
OMAN01000017	Zeta	Zeta	Zeta_6	Zeta_6_1	1.0	0.086	0.047	0.086	0.077	0.159	0.057	0.056	0.071	0.286	0.061	0.03	0.0	0.167	0.057	0.065	0.05	0.167	0.132	0.037	0.5	0.0	0.0	0.008	0.5	0.091	0.0	0.0	0.33	0.0	0.038	0.0	0.0	1.0	0.25	0.1	0.0	0.0	0.5	0.0	0.5	0.0	0.219	0.0	0.034	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.032	0.105	0.0	0.027	0.026	0.03	0.083
OMAV01000002	Zeta	Zeta	Zeta_14	Zeta_14_1	0.667	0.06	0.039	0.019	0.038	0.097	0.057	0.067	0.051	0.0	0.052	0.04	0.0	0.0	0.057	0.047	0.05	0.167	0.143	0.037	0.5	0.0	0.0	0.083	0.5	0.045	0.333	0.0	0.183	0.04	0.038	0.0	0.0	1.0	0.0	0.1	0.0	0.0	0.5	0.0	0.5	0.0	0.136	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.037	0.053	0.0	0.054	0.042	0.04	0.046
OMBK01000012	Zeta	Zeta	Zeta_15	Zeta_15_1	0.667	0.095	0.102	0.086	0.106	0.106	0.066	0.056	0.071	0.143	0.087	0.043	0.0	0.167	0.086	0.065	0.06	0.167	0.088	0.037	0.5	0.0	0.0	0.008	0.5	0.091	0.0	0.2	0.237	0.04	0.057	0.0	0.0	1.0	0.25	0.05	0.0	0.0	0.5	0.0	0.5	0.0	0.386	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.009	0.105	0.0	0.009	0.005	0.01	0.083
OMBP01000015	Zeta	Zeta	Zeta_1	Zeta_1_2	1.0	0.078	0.055	0.086	0.058	0.159	0.066	0.034	0.061	0.0	0.07	0.023	0.0	0.0	0.067	0.075	0.07	0.167	0.099	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.4	0.353	0.0	0.029	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.215	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.023	0.053	0.0	0.018	0.026	0.02	0.056
OMBQ01000121	Steigviridae	Asinivirinae	Lebriduvirus	Lebriduvirus gastrointestinalis	0.167	0.147	0.094	0.067	0.087	0.549	0.047	0.079	0.082	0.0	0.052	0.053	0.25	0.167	0.048	0.065	0.05	0.667	0.484	0.111	0.5	0.0	0.2	0.015	0.5	0.318	1.0	0.2	0.054	0.12	0.057	0.0	1.0	1.0	0.25	0.7	0.1	0.0	0.5	0.333	1.0	0.0	0.057	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.632	1.0	0.009	0.005	0.01	0.065
OMBT01000004	Zeta	Zeta	Zeta_2	Zeta_2_2	1.0	0.086	0.078	0.057	0.058	0.106	0.047	0.079	0.071	0.286	0.061	0.053	0.0	0.0	0.048	0.047	0.05	0.167	0.099	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.2	0.509	0.0	0.057	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.228	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.009	0.053	0.0	0.009	0.005	0.01	0.065
OMCC01000013	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.303	0.071	0.0	0.122	0.248	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
OMDY01000016	Epsilon	Epsilon	Epsilon_1	Epsilon_1_13	0.0	0.026	0.031	0.019	0.019	0.009	0.009	0.034	0.02	0.0	0.0	0.013	0.0	0.0	0.01	0.009	0.01	0.0	0.022	0.0	0.5	0.0	0.0	0.692	0.5	0.0	0.0	0.0	0.0	0.04	0.01	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.343	0.0	0.0	0.33	0.346	0.343	0.028
OMEJ01000024	Zeta	Zeta	Zeta_2	Zeta_2_2	1.0	0.086	0.078	0.057	0.058	0.106	0.047	0.079	0.071	0.286	0.061	0.053	0.0	0.0	0.048	0.047	0.05	0.167	0.099	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.2	0.509	0.0	0.057	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.228	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.009	0.053	0.0	0.009	0.005	0.01	0.065
OMEV01000014	Zeta	Zeta	Zeta_1	Zeta_1_2	1.0	0.078	0.055	0.086	0.058	0.159	0.066	0.034	0.061	0.0	0.07	0.023	0.0	0.0	0.067	0.075	0.07	0.167	0.099	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.4	0.353	0.0	0.029	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.215	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.023	0.053	0.0	0.018	0.026	0.02	0.056
OMEW01000010	Zeta	Zeta	Zeta_2	Zeta_2_1	1.0	0.086	0.078	0.086	0.077	0.106	0.047	0.079	0.071	0.286	0.061	0.053	0.0	0.167	0.048	0.056	0.05	0.167	0.11	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.2	0.496	0.0	0.057	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.232	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.009	0.105	0.0	0.009	0.005	0.01	0.074
OMFK01000016	Zeta	Zeta	Zeta_6	Zeta_6_1	1.0	0.086	0.047	0.086	0.077	0.159	0.057	0.056	0.071	0.286	0.061	0.03	0.0	0.167	0.057	0.065	0.05	0.167	0.132	0.037	0.5	0.0	0.0	0.008	0.5	0.091	0.0	0.0	0.33	0.0	0.038	0.0	0.0	1.0	0.25	0.1	0.0	0.0	0.5	0.0	0.5	0.0	0.219	0.0	0.034	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.032	0.105	0.0	0.027	0.026	0.03	0.083
OMFN01000011	Zeta	Zeta	Zeta_1	Zeta_1_5	1.0	0.078	0.07	0.114	0.077	0.168	0.066	0.034	0.061	0.0	0.07	0.023	0.0	0.167	0.067	0.084	0.07	0.167	0.121	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.4	0.348	0.0	0.029	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.215	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.023	0.105	0.0	0.018	0.026	0.02	0.065
OMFR01000011	Zeta	Zeta	Zeta_15	Zeta_15_1	0.667	0.095	0.102	0.086	0.106	0.106	0.066	0.056	0.071	0.143	0.087	0.043	0.0	0.167	0.086	0.065	0.06	0.167	0.088	0.037	0.5	0.0	0.0	0.008	0.5	0.091	0.0	0.2	0.237	0.04	0.057	0.0	0.0	1.0	0.25	0.05	0.0	0.0	0.5	0.0	0.5	0.0	0.386	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.009	0.105	0.0	0.009	0.005	0.01	0.083
OMGK01000003	Zeta	Zeta	Zeta_1	Zeta_1_3	1.0	0.078	0.07	0.105	0.067	0.168	0.057	0.034	0.061	0.0	0.061	0.023	0.0	0.167	0.057	0.065	0.06	0.167	0.121	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.2	0.353	0.0	0.029	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.224	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.028	0.105	0.0	0.023	0.026	0.025	0.065
OMGY01000027	Epsilon	Epsilon	Epsilon_2	Epsilon_2_6	0.0	0.069	0.023	0.048	0.019	0.009	0.038	0.011	0.051	0.0	0.017	0.023	0.0	0.0	0.038	0.047	0.04	0.0	0.011	0.037	0.0	0.0	0.0	0.323	0.0	0.045	0.0	0.2	0.013	0.08	0.019	0.0	1.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	1.0	0.0	0.5	1.0	0.0	0.0	0.5	0.0	0.713	0.105	0.0	0.67	0.785	0.726	0.065
OMGY01000095	Crevaviridae	Coarsevirinae	Junduvirus	Junduvirus copri	0.167	0.103	0.062	0.057	0.077	0.062	0.066	0.135	0.071	0.0	0.652	0.109	0.25	0.167	0.067	0.084	0.07	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.182	0.0	0.2	0.031	0.08	0.143	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.105	1.0	0.009	0.016	0.01	0.065
OOAG01000060	Suoliviridae	Uncouvirinae	Aurodevirus	Aurodevirus hiberniae	0.167	0.405	0.414	0.352	0.5	0.053	0.925	0.067	0.367	0.0	0.07	0.07	0.5	0.667	0.905	0.907	0.91	0.167	0.088	0.111	0.5	0.0	0.6	0.015	0.5	0.409	0.0	0.2	0.022	0.28	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.018	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.158	1.0	0.014	0.021	0.015	0.38
OOAT01000079	Intestiviridae	Crudevirinae	Delmidovirus	Delmidovirus intestinihominis	0.0	0.086	0.055	0.048	0.087	0.044	0.066	0.315	0.061	0.0	0.122	0.262	0.25	0.167	0.076	0.093	0.07	0.0	0.044	0.222	0.0	0.0	0.2	0.015	0.0	0.136	0.0	0.2	0.027	0.08	0.314	0.0	1.0	0.0	0.25	0.05	0.65	0.167	0.0	0.333	0.5	0.0	0.035	1.0	0.0	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.0	0.053	1.0	0.0	0.01	0.0	0.056
OOAW01000092	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.303	0.082	0.0	0.122	0.248	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
OOCN01000077	Suoliviridae	Bearivirinae	Afonbuvirus	Afonbuvirus intestinihominis/faecalis	0.167	0.388	0.328	0.362	0.298	0.053	0.349	0.09	0.357	0.0	0.078	0.066	0.5	0.667	0.352	0.374	0.37	0.167	0.088	0.111	0.5	0.0	0.6	0.023	0.5	0.727	0.0	0.0	0.022	0.28	0.076	0.0	1.0	1.0	0.75	0.1	0.1	0.0	0.5	0.667	1.0	0.0	0.026	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.158	1.0	0.018	0.021	0.02	0.352
OODC01000039	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.303	0.082	0.0	0.122	0.248	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
OODH01000049	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.303	0.082	0.0	0.122	0.252	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
OODN01000068	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.292	0.082	0.0	0.122	0.248	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.035	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
OODS01000049	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.292	0.082	0.0	0.122	0.248	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
OWII01000011	Zeta	Zeta	Zeta_3	Zeta_3_1	1.0	0.078	0.062	0.067	0.067	0.115	0.057	0.045	0.061	0.143	0.07	0.026	0.0	0.0	0.048	0.056	0.06	0.167	0.11	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.333	0.4	0.938	0.0	0.029	0.0	0.0	1.0	0.0	0.05	0.0	0.0	0.5	0.0	0.5	0.0	0.254	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.014	0.053	0.0	0.014	0.016	0.015	0.046
OWIQ01000031	Crevaviridae	Coarsevirinae	Junduvirus	Junduvirus communis	0.167	0.103	0.062	0.057	0.077	0.062	0.066	0.135	0.071	0.0	0.722	0.109	0.25	0.167	0.067	0.084	0.07	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.182	0.0	0.2	0.031	0.08	0.143	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.105	1.0	0.009	0.016	0.01	0.065
PPYE01511035	Zeta	Zeta	Zeta_1	Zeta_1_4	1.0	0.078	0.07	0.105	0.077	0.168	0.057	0.045	0.061	0.143	0.061	0.036	0.0	0.167	0.057	0.075	0.06	0.167	0.11	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.2	0.344	0.0	0.038	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.202	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.028	0.105	0.0	0.023	0.026	0.025	0.065
PPYF01266999	Epsilon	Epsilon	Epsilon_1	Epsilon_1_6	0.0	0.026	0.016	0.019	0.01	0.0	0.009	0.011	0.02	0.0	0.0	0.007	0.0	0.0	0.01	0.009	0.01	0.0	0.0	0.0	0.5	0.0	0.0	0.699	0.5	0.0	0.0	0.0	0.0	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.352	0.0	0.0	0.335	0.351	0.353	0.028
QRFC01000022	Zeta	Zeta	Zeta_7	Zeta_7_2	0.5	0.069	0.07	0.076	0.087	0.168	0.028	0.067	0.051	0.143	0.07	0.046	0.0	0.167	0.029	0.037	0.03	0.0	0.099	0.0	0.0	0.0	0.0	0.015	0.0	0.045	0.0	0.2	0.214	0.04	0.076	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.447	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.053	0.0	0.005	0.005	0.005	0.056
QRFC01000100	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.077	0.062	0.057	0.169	0.071	0.0	0.243	0.126	0.25	0.167	0.057	0.065	0.06	0.167	0.066	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.162	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.039	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
QWBY01000007	Zeta	Zeta	Zeta_2	Zeta_2_1	1.0	0.086	0.07	0.057	0.058	0.106	0.047	0.079	0.082	0.286	0.061	0.053	0.0	0.0	0.048	0.047	0.05	0.167	0.099	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.2	0.496	0.0	0.057	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.228	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.009	0.053	0.0	0.009	0.005	0.01	0.065
QWBY01000010	Zeta	Zeta	Zeta_16	Zeta_16_1	0.667	0.086	0.047	0.038	0.048	0.08	0.047	0.045	0.051	0.143	0.07	0.026	0.0	0.0	0.048	0.047	0.05	0.167	0.099	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.333	0.2	0.232	0.0	0.029	0.0	0.0	1.0	0.0	0.05	0.0	0.0	0.5	0.0	0.5	0.0	0.193	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.009	0.053	0.0	0.005	0.01	0.01	0.065
QWCH01000269	Suoliviridae	Bearivirinae	Afonbuvirus	Afonbuvirus intestinihominis/faecalis	0.167	0.362	0.312	0.295	0.298	0.053	0.349	0.079	0.347	0.0	0.078	0.066	0.5	0.5	0.352	0.364	0.37	0.167	0.077	0.111	0.5	0.0	0.6	0.023	0.5	0.773	0.0	0.0	0.022	0.28	0.076	0.0	1.0	1.0	0.5	0.1	0.1	0.0	0.5	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.105	1.0	0.018	0.021	0.02	0.324
QWCN01000029	Zeta	Zeta	Zeta_1	Zeta_1_1	1.0	0.078	0.055	0.105	0.077	0.168	0.047	0.034	0.061	0.0	0.07	0.023	0.0	0.167	0.048	0.065	0.05	0.167	0.11	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.4	0.353	0.0	0.029	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.224	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.023	0.105	0.0	0.018	0.026	0.02	0.065
QWCY01000236	Suoliviridae	Boorivirinae	Canhaevirus	Canhaevirus faecalis	0.167	0.319	0.25	0.267	0.269	0.062	0.283	0.067	0.286	0.0	0.07	0.063	0.5	0.667	0.286	0.299	0.3	0.167	0.088	0.111	0.5	0.0	0.8	0.015	0.5	0.364	0.333	0.0	0.013	0.68	0.076	0.0	1.0	1.0	0.5	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.018	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.032	0.105	1.0	0.027	0.021	0.03	0.269
QWCY01000259	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus splanchnicus	0.167	0.362	0.273	0.343	0.327	0.062	0.302	0.079	0.337	0.0	0.078	0.066	0.5	0.667	0.305	0.327	0.32	0.167	0.11	0.111	0.5	0.0	0.6	0.015	0.5	0.364	0.333	0.2	0.036	0.56	0.076	0.0	1.0	1.0	1.0	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.158	1.0	0.018	0.021	0.02	0.324
Rampelli_20005_NODE_59_length_93393_cov_174.533984	Intestiviridae	Obtuvirinae	Fohxhuevirus	Fohxhuevirus gastrointestinalis	0.167	0.103	0.07	0.057	0.077	0.062	0.057	0.303	0.071	0.0	0.13	0.272	0.25	0.167	0.057	0.075	0.06	0.167	0.055	0.333	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.314	0.0	1.0	1.0	0.25	0.1	0.45	0.0	0.5	0.333	1.0	0.0	0.044	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
SRR4295172_ms_8	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.303	0.071	0.0	0.122	0.248	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
