"orf_id","coefficient","value","model"
"edge_1468_33","adj.P.Val",0.530528220511329,"limma_voom"
"edge_1468_36","Dx.StatusCELIAC",0.193827177170364,"limma_voom"
"edge_1468_36","onset_timeline_combinedt0.6",0.808998886123229,"limma_voom"
"edge_1468_36","onset_timeline_combinedt0.12",1.80614571450661,"limma_voom"
"edge_1468_36","onset_timeline_combinedt0.18",-0.571305537158339,"limma_voom"
"edge_1468_36","onset_timeline_combinedt0.24",-0.096313365302002,"limma_voom"
"edge_1468_36","onset_timeline_combinedt0.30",3.1982390122314,"limma_voom"
"edge_1468_36","onset_timeline_combinedt0.36",0.31613998948912,"limma_voom"
"edge_1468_36","onset_timeline_combinedt0.over42",0.944428208812445,"limma_voom"
"edge_1468_36","SexMale",-1.09212776216332,"limma_voom"
"edge_1468_36","Age.at.Gluten.Introduction..months.",-0.0629899500333061,"limma_voom"
"edge_1468_36","HLA.CategoryHigh.Risk",-2.0850817740796,"limma_voom"
"edge_1468_36","HLA.CategoryLow.No.Risk",-0.830246576347054,"limma_voom"
"edge_1468_36","feeding_first_yearFormula",0.997040564307431,"limma_voom"
"edge_1468_36","feeding_first_yearBreastmilk_and_formula",-0.596903228963142,"limma_voom"
"edge_1468_36","Delivery.ModeC.Section",0.358451670757354,"limma_voom"
"edge_1468_36","Dx.StatusCELIAC.onset_timeline_combinedt0.6",-1.61411954360966,"limma_voom"
