contigID	superkingdom	phylum	class	order	family	genus	species
virus_comp_36_cycle_2	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_37_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_42_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_219_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Cohcovirus	NA
virus_comp_15224_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_15240_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15247_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_15566_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Sherbrookevirus	NA
virus_comp_15574_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15579_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_15594_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_15619_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_15622_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15625_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_15826_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15831_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_15838_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15859_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_15861_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Spbetavirus	NA
virus_comp_15879_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15983_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15996_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_16036_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Aliceevansviridae	Vansinderenvirus	NA
virus_comp_16046_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_16189_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_16190_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_16193_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Rauchvirus	NA
virus_comp_16195_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_16201_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2576_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2589_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2595_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2638_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2649_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_6632_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_6635_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Skunavirus R31
virus_comp_6640_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Afonbuvirus	NA
virus_comp_6643_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_6647_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Sasvirus	NA
virus_comp_6679_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ct4Uy2
virus_comp_6719_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_6721_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_6724_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_6726_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_6729_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Drexlerviridae	Tlsvirus	Tlsvirus DK2017
virus_comp_6812_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_6815_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_6818_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_6831_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_6839_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_6851_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_6911_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_6920_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_6926_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_6929_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Unicornvirus	NA
virus_comp_6953_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_6954_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_7010_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Myoviridae sp. ctfWc3
virus_comp_7016_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_7021_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_7038_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_7041_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_7046_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_7049_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Arawnvirus	NA
virus_comp_7056_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Lactococcus phage 936 group phage Phi17
virus_comp_7060_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_7076_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Colneyvirus	NA
virus_comp_7079_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_7104_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_1234_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1235_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1270_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1271_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Arawnvirus	NA
virus_comp_1281_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1302_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1303_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1314_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1330_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1338_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1342_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1347_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1369_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1372_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Ackermannviridae	NA	Ackermannviridae sp.
virus_comp_1373_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1377_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_11858_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_11947_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_11948_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_11949_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Toutatisvirus	NA
virus_comp_11951_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_11984_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	NA	NA
virus_comp_335_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_336_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_347_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_349_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_355_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	NA	NA	NA
virus_comp_357_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_358_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_359_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Culoivirus	NA
virus_comp_361_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Herelleviridae	NA	Herelleviridae sp.
virus_comp_370_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_376_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_420_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_421_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_423_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_424_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_425_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_1530_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Donellivirus	NA
virus_comp_1533_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_1535_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_1538_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Efquatrovirus	Enterococcus phage vB_EfaS-SRH2
virus_comp_1541_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Ceduovirus	NA
virus_comp_1545_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	NA	NA	NA
virus_comp_3544_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3553_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_3565_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Lentavirus	NA
virus_comp_699_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_702_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_703_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_707_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_708_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_5922_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_5931_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_5946_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_5949_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_7146_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	NA	NA	NA	NA
virus_comp_7148_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_7165_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Aliceevansviridae	NA	NA
virus_comp_7179_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Anamdongvirus	NA
virus_comp_7180_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_7407_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_7418_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Yongloolinvirus	NA
virus_comp_7424_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ctnNB1
virus_comp_7473_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Gofduovirus	NA
virus_comp_16452_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Cohcovirus	NA
virus_comp_16465_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_16468_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16477_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Skunavirus CHPC361
virus_comp_16493_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_16836_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_16837_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_16839_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_16859_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Anatolevirus	NA
virus_comp_17063_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17086_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17110_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17138_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17432_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17437_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17439_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17449_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Phifelvirus	NA
virus_comp_17461_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17467_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17740_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17744_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17772_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17776_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17777_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17778_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17831_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17832_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Buchavirus	NA
virus_comp_17833_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17862_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17866_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17868_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17870_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17871_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17965_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17969_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17980_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Oengusvirus	NA
virus_comp_1354_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1355_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1357_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1364_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1368_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Helsingorvirus	NA
virus_comp_11883_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Incheonvirus	NA
virus_comp_11899_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Yongloolinvirus	NA
virus_comp_11928_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_11946_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_12005_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_12068_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_12069_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_12109_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_12112_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12146_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_12244_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Skunavirus CHPC361
virus_comp_12275_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_12427_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12467_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_12474_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_12479_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12579_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_12583_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Afonbuvirus	NA
virus_comp_288_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Kingevirus	NA
virus_comp_3265_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Donellivirus	NA
virus_comp_3270_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3288_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_1899_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1906_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Aliceevansviridae	NA	NA
virus_comp_1909_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1910_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1911_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Efquatrovirus	Enterococcus phage vB_EfaS-SRH2
virus_comp_3677_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_3679_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_3686_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3687_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2419_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Justusliebigvirus	NA
virus_comp_2426_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_2304_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2305_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_4749_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4755_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Yongloolinvirus	NA
virus_comp_4759_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_4764_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1580_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1581_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1588_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1592_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Colunavirus	NA
virus_comp_4184_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_4186_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_4189_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4191_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_4196_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Phifelvirus	NA
virus_comp_4197_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2874_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Felixounavirus	NA
virus_comp_2877_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Leicestervirus	NA
virus_comp_2886_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1209_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1210_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_16246_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_16280_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16293_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Latrobevirus	NA
virus_comp_16769_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16774_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Leicestervirus	NA
virus_comp_16801_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17157_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Leicestervirus	NA
virus_comp_17159_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17164_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17169_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17197_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17236_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Oengusvirus	NA
virus_comp_17242_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17576_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17586_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	NA	NA	NA	NA
virus_comp_17598_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17602_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17611_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17612_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17624_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17797_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17798_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17802_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Cohcovirus	NA
virus_comp_17808_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_17873_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17874_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17875_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Lughvirus	NA
virus_comp_17881_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17884_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17886_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17887_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ctDXu9
virus_comp_17889_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17894_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17936_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17945_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17949_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ctOXk3
virus_comp_18018_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18019_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18020_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18023_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Duneviridae	NA	NA
virus_comp_18025_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18027_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Lafunavirus	NA
virus_comp_18028_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18071_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
