,02_GEMM_020_12M,02_GEMM_020_18M,02_GEMM_020_24M,02_GEMM_020_30M,02_GEMM_021_12M,02_GEMM_021_18M,02_GEMM_021_24M,02_GEMM_021_30M,02_GEMM_021_48M,02_GEMM_021_60M,02_GEMM_024_12M,02_GEMM_024_18M,02_GEMM_031_12M,02_GEMM_031_18M,02_GEMM_031_24M,02_GEMM_041_12M,02_GEMM_045_12M,02_GEMM_045_18M,02_GEMM_045_24M,02_GEMM_045_30M,02_GEMM_045_36M,02_GEMM_058_12M,02_GEMM_058_18M,02_GEMM_134_12M,02_GEMM_134_18M,02_GEMM_134_30M,02_GEMM_134_36M,02_GEMM_134_48M,02_GEMM_141_12M,02_GEMM_141_18M,02_GEMM_151_12M,02_GEMM_151_18M,02_GEMM_158_12M,02_GEMM_158_18M,02_GEMM_177_12M,02_GEMM_177_18M,02_GEMM_177_24M,02_GEMM_177_30M,02_GEMM_177_36M,02_GEMM_177_48M,02_GEMM_179_18M,02_GEMM_179_24M,02_GEMM_179_30M,02_GEMM_194_12M,02_GEMM_194_18M,02_GEMM_228_12M,02_GEMM_228_30M
contig_43649,0,0,0,0,0,0,57,0,0,0,0,0,0,0,2327,0,0,0,0,0,802,0,0,0,0,58,307,7853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237
contig_43657,566,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,23677,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0
contig_43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314,0,0,0,897,4963,52338,0,0,0,1159,685,4952,11927,0,0,0,0,0,0,0,526,0,0,814,967,0,0,0,0,0,0,375
contig_43673,134,1219,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,273,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,296,0,303,139
contig_43687,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,67,0,0,0,0,0,502,0,0,0,0,0
contig_43694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,1565,0,0,0,0,0,0,0
contig_43700,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,0,0,0,0,0
contig_43712,0,0,0,0,0,0,0,0,0,91,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_43717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1885,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_43719,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,9752,15955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_43753,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0
contig_43762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16694,0,0,0,0,0,0,0
contig_43765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
contig_43790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,117,0,0,0,0,0,0,0
contig_43818,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,151,0,106,0,0,0,0,0,0,0,0
contig_43819,371,0,800,0,0,0,0,0,0,0,0,0,102,0,0,0,1208,1828,250,0,4074,0,296,0,0,0,0,1326,0,0,2361,20810,15781,0,0,613,1250,0,6107,2597,0,5419,0,0,0,0,3399
contig_43831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,4799,0,0
contig_43832,0,0,769,0,162,1643,0,0,0,0,0,0,2871,0,0,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,6208,730,0,0,344,0,0,0,0,0,0,0,0,1209,0,1238
contig_43838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,660,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,136,0,834,0,0,0,0,0
contig_43842,0,0,2239,0,0,0,0,0,0,0,0,0,0,0,6227,0,0,0,0,0,0,0,0,0,0,541,42,551,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_43866,0,22001,57,0,8655,0,0,0,0,0,0,0,1966,964,18548,0,0,3789,12475,869,5839,0,0,0,0,177,0,2231,0,0,0,0,0,0,1954,3907,949,0,1975,1783,0,0,0,0,1076,0,0
contig_43885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,285,47,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_43886,421,975,332,0,0,0,0,0,0,0,2972,0,271,0,0,476,2810,20320,0,0,0,0,0,680,63,0,0,0,10408,497,2649,222,0,0,961,0,879,0,15175,330,0,895,0,96,0,4102,0
contig_43901,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,26,0,0,0,0,0,0,379,0,370,0,0,0,0,0
contig_43902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,174,80,49,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,642,0,942,0,0,0,0,0
contig_43904,4597,852,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,0,135,0,0,215,0,0,0,319,1547,0,0,0,425,0,288,0,5784,166,0,1324,0,0,0,1635,0
contig_43915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,82,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_43921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,3198,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0
contig_43933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
contig_43937,253,273,0,0,0,0,0,0,0,0,0,0,2592,28,221,0,0,2816,185,164,0,0,5620,0,0,56,122,50,0,0,0,244,100,0,0,37,4529,0,1031,158,0,0,0,0,0,0,1792
contig_43940,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,88,156,95,0,0,0,0,222,0,0,0,0,107,0,0,158,40,0,49,0,0,0,195,246,0,37,0,69,47,158,0
contig_43952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
contig_43972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,31,21,28,0,0,0,0,0,95,23,0,0
contig_43975,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,73,163,55,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,216,0,95,0,208,0,0,0,0,0,0,0,0
contig_43988,185,376,0,0,213,0,13,0,0,0,308,0,310,0,0,1737,0,0,0,0,0,0,640,0,0,0,0,0,507,1715,361,28051,428,237,476,79,510,0,0,0,0,353,0,0,0,839,19
contig_43989,0,0,754,0,0,0,0,0,0,0,0,0,0,0,591,0,0,0,2279,0,0,0,0,0,0,0,0,136,0,0,0,0,8803,0,0,0,7750,0,0,3705,0,2457,0,0,0,0,0
contig_44017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803,0,0,0,600,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542,0,0,0,0,0,0,0
contig_44028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,3980,0,0,0,149,1270,261,664,0,0,0,0,0,0,0,287,0,0,427,0,0,0,0,0,0,0,0
contig_44049,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,3197,3641,459,0,25403,0,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9072,0,0,3054,0,14176,13066,0,0
contig_44052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,0,0,360,0,0,746,0,0,0,0,0,0,1715,0,0,0,0,327,0,0,0,0,0,0,12337,70,1174,0,0,0,0,0
contig_4406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0
contig_44068,655,691,0,0,0,0,0,0,0,0,0,0,576,0,0,0,251,509,142,0,0,0,1684,13559,0,0,0,0,0,792,826,7521,454,232,0,0,1277,0,2453,50,0,0,0,0,0,607,0
contig_44070,0,1027,509,0,0,40,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,276,20,34,0,0,0,0,683,969,26842,66,3233,0,7163,29,0,0,0,0,0,0,2330
contig_44077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13266,0,0,0,43,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0
contig_44080,0,0,0,0,0,0,0,0,0,0,0,0,0,192,132,0,94,128,32,0,61,0,0,0,56,0,0,249,0,0,0,0,0,0,0,238,68,17,2329,139,0,0,0,0,86,0,0
contig_44095,0,0,0,0,0,0,16,0,0,0,0,0,0,1352,4768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,34040,341,0,1830,373,0,0,0,0,0,0,83
contig_44106,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0
contig_44130,0,0,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_44131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7094,0,0,0,0,0
contig_44150,0,0,0,0,0,222,0,0,0,0,0,0,298,20,116,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,313,90
contig_44153,3212,3051,0,0,310,0,0,0,0,0,0,0,4365,0,0,0,526,1455,1004,0,2296,0,585,0,0,1009,9031,2979,0,1905,0,4078,1335,1980,3197,0,0,0,29099,6570,0,1002,0,2073,0,11298,2977
contig_44159,0,0,5584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,45215,0,0,0,0,0,0,0,0,0,0,0,0,0,354
contig_44181,0,0,181,0,0,0,0,0,0,0,0,0,1184,0,159,0,755,0,384,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,108,0,143,0,0,0,0,0
contig_44190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,70,0,0,24,0,0,0,0,0,0,0,0
contig_44193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,211,0,0,0,0,76,0,0,0,0,0,0,0,0,803,0,0,0,0,0
contig_44196,0,0,0,0,0,0,37,22,0,0,0,0,0,0,0,0,0,0,0,523,6112,0,0,0,289,2886,403,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_44216,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,75,305,230,39,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,33,0,0,0,37,0,184,0,46,0,0,0
contig_44222,0,0,0,0,0,0,0,0,0,0,0,0,5033,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,649,279,1074,72,0,0,0,0,0,58,0,0,0,0,0
contig_44227,0,449,0,0,736,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,110,0,0,158,0,0,0,791,62
contig_44228,0,0,0,0,0,0,0,0,0,0,0,0,7299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0
contig_44235,33,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,169,0,72,0,0,98,0,0,0,0,0,0,0,17,0,0,0,198,0,0,503,56,0,0,0,0,0,0,0
contig_44237,6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653,0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13302,0,0,97057,5803,0,3079,0,0,0,0,0
contig_44242,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,137,367,0,0,0,79017,13829,0,0,0,0,2092,0,2097,45358,113,0,0,156,213,0,586,0,0,0,0,0,525,3760,0
contig_44259,3815,7225,0,0,0,0,0,0,0,0,0,0,209,0,0,0,388,232,405,0,0,0,382,0,0,0,0,0,0,0,0,0,0,17181,2734,0,0,0,0,0,0,0,0,0,0,3388,0
contig_44260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0
contig_44263,0,821,0,0,585,0,0,0,0,0,0,0,2210,609,27622,0,0,342,704,282,1113,0,0,0,0,45,454,1697,0,665,0,384,661,0,159,670,287,63,579,731,0,0,0,0,0,0,516
contig_44265,0,0,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10204,5768,6979,0,0,0,0,0,25917,0,0,0,0,0,30714,0,0,8877,23380,0,0,26913,0,10430,0,0,0,0,0
contig_44268,818,0,0,0,0,0,0,0,0,0,116,0,1229,0,0,918,2220,1343,1439,0,0,0,0,4481,0,0,0,0,0,0,0,105,1493,0,0,0,0,0,0,0,1005,0,0,5216,1783,0,0
contig_44274,335,0,0,0,0,0,0,0,0,0,0,0,0,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
contig_44287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1116,0,0,0,0,0,0,12285,0,0,0,0,0,0,0,521,900,0,864,1614,0,0,0,0,0,0,0
contig_44303,0,2562,0,0,783,0,0,0,0,0,0,0,2616,156,958,0,0,4440,1452,0,940,0,0,0,0,0,0,144,0,0,0,0,0,0,2743,10489,386,0,3153,888,0,0,0,0,355,0,0
contig_44308,0,0,0,0,0,0,0,0,0,0,0,0,101,0,154,0,72,198,197,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,56,120,0,131,0,98,0,73,0,0,64,0,0
contig_44311,853,142,0,0,0,0,0,0,0,0,0,0,391,0,147,0,254,0,145,0,15,0,0,0,0,0,35,0,11215,151,0,10430,0,0,0,41,75,0,228,34,0,0,0,0,0,0,52
contig_44330,12535,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_44331,393,0,0,0,0,0,0,0,0,0,0,0,0,0,3458,0,0,1712,0,0,1957,0,1143,0,0,0,5230,15864,0,0,0,0,751,0,0,0,0,0,23344,1549,0,811,0,0,0,0,0
contig_44343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12735,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,309,0,0,0,0,0,0
contig_44345,38640,0,2520,0,0,0,0,0,0,0,0,0,49597,0,2878,0,1965,1826,1042,0,3431,0,928,0,0,0,0,2501,9096,6058,1043,17563,0,0,13036,1031,973,0,25093,6330,0,196,0,3394,16571,1782,3829
contig_44355,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,2523,0,0
contig_44381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1130,0,0,362,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
contig_44384,0,0,0,0,0,0,0,0,0,0,0,0,46,169,156,0,92,130,36,0,0,0,0,0,58,0,0,234,0,0,0,0,0,0,0,202,0,0,2329,124,0,0,61,0,0,0,0
contig_44391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,70,0,0,0,0,0,0,0,0,0,0,0
contig_44399,0,10086,315,0,5892,0,0,0,0,0,0,36,2484,470,2285,0,0,3784,21761,1580,3226,0,0,0,0,231,36,238,0,0,0,0,0,0,15059,8711,2400,35,7718,1600,0,0,0,0,3728,0,170
contig_444,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_44400,3670,426,0,0,0,0,0,0,0,0,8391,3444,0,22,85,5214,2982,2838,415,0,0,0,4704,11688,0,133,0,40,0,1878,12565,108800,226,166,390,153,12495,257,8336,68,0,0,0,12574,12334,4700,77
contig_44401,0,0,0,0,0,0,0,0,0,0,0,0,0,167,131,0,79,145,45,0,63,0,0,10,0,0,0,238,0,0,0,0,0,0,0,205,62,27,2199,114,0,0,0,225,71,0,0
contig_44421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707
contig_44424,153,344,146,0,292,0,0,0,0,0,0,0,59,0,225,0,1488,103,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,1922,0,0,0,4382,251
contig_44427,9880,3839,0,0,27556,0,0,0,0,0,30104,22806,4877,58,0,13231,49015,12771,5634,0,0,0,0,41338,37,0,0,0,15408,2328,24120,146488,20824,18285,8749,0,0,0,0,0,1187,72,0,15059,8824,5014,0
contig_44434,0,0,0,0,1415,0,0,0,0,0,9227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,0,0,7690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_44441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0
contig_44454,0,19860,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57452,0,0,0,418,0,0,31,0,0,0,6991,4096,0,0
contig_44461,4473,947,625,0,0,514,27,0,0,0,0,0,0,0,7350,0,0,2391,201,836,469,0,0,0,0,0,2298,13447,0,0,0,0,88,0,1428,459,3991,0,4863,4266,68,2344,0,0,0,0,1603
contig_44465,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2356,0,2252,0,0,0,0,0
contig_44467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,655,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,134,0,0,0,0,0,0,0
contig_44477,147,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,457,0,0,0,0,0,21,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_44481,67,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,1583,0,0,0,0,0,0,0,0,2639,0,70,0,0,139,0,0,0,163,0,0,493,0,240,0,1992,0,0,0
contig_44483,21,0,0,0,0,0,0,0,0,0,0,0,8,0,622,0,65,102,721,0,0,0,0,23,0,0,0,42,0,0,0,0,56,0,19,40,15,0,341,130,0,1299,0,0,0,39,252
contig_44486,396,489,0,0,0,0,0,0,0,0,3607,0,0,0,0,5481,1995,0,0,0,0,0,148,5323,0,0,0,0,798,968,538,0,206,0,0,0,1436,0,731,0,0,322,0,19946,0,5069,402
contig_44489,11438,0,0,0,0,0,0,0,0,0,0,0,12542,0,0,0,4504,3493,3980,0,0,0,0,0,0,8222,0,0,0,0,0,0,0,0,9956,0,0,0,12155,5648,0,0,0,0,0,0,0
contig_44491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,0,0,44
contig_44492,0,0,0,18,0,0,98,0,0,65,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
contig_44511,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6916,0,0,0,0,0,0,0,0,0,0,0,2567,0,0,0,0,0,0,2717
contig_44523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,0,0,0,0,0,0,0,0,0,0,109,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_44527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,119,100,0,0,0,0,0,118,0,0,58,87,0,0,0,0,50,75,214,0,422,448,0,0,0,71,0,161,39
contig_44536,47,0,0,0,0,0,0,0,0,0,0,0,38,0,0,220,0,68,88,0,0,0,0,0,0,0,0,0,0,0,0,286,97,0,28,34,142,0,0,0,0,94,0,0,0,87,0
contig_44543,0,0,0,0,0,0,0,0,0,0,0,0,561,0,0,8875,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,812,0,0,0,5165,0,0,0,0,0,0,0,0,0,437,550
contig_44544,0,0,0,0,0,0,0,0,0,0,0,0,431,118,0,0,138,109,516,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,79,0,0,315,104,0,0,0,0,526,0,0
contig_44549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5343,3119,1323,0,0,0,3815,0,0,0,0,0,0,0,41920,53152,5410,0,0,0,0,0,125,0,0,0,0,0,0,1793,0
contig_44550,0,0,0,0,0,0,0,0,0,0,0,0,0,43,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_44553,234,977,0,0,445,0,0,0,0,0,958,0,1876,0,0,26796,2493,391,0,0,0,0,0,3228,0,0,0,0,1154,364,185,173,764,817,661,0,0,0,0,0,0,93,0,441,1089,5420,0
contig_44563,0,0,0,0,0,0,0,0,0,0,0,0,1278,472,1520,0,0,0,0,0,0,0,0,0,0,236,43,1849,0,0,0,0,122,0,0,31,0,0,0,0,0,195,49,0,0,0,0
contig_44564,0,0,0,0,0,0,0,0,721,59,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_44575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0
contig_44583,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
contig_44596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,26,34,0,105,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_44600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0
contig_44610,0,0,0,0,0,0,0,0,0,0,0,0,952,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_44613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,197,0,0,0,0,0,0,0,68
contig_44616,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,16855,0
contig_44643,0,0,0,0,0,0,67,25,0,0,0,0,0,0,2378,0,0,0,0,0,760,0,0,0,0,80,326,7723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
contig_44662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,92,33,0,0,0,0,0,0,0
contig_44665,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,736,0,635,30,0,0,0,0,0,0,1311
contig_44689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,1121,0,0,0,0,0,0,0,0
contig_44700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9620,0,0,0,0
contig_44703,0,1370,0,0,659,0,34,0,0,0,0,0,0,530,7073,0,0,0,0,325,718,0,0,0,0,150,0,137,0,0,0,0,0,0,12156,37923,1250,0,8451,1504,0,0,0,0,0,0,189
contig_44704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,278,147,0,0,0,0,0,0,129,997,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0
contig_44710,7410,246,141,0,0,0,0,0,0,0,1865,78,7373,0,0,44030,6662,947,0,0,264,0,2543,23192,156,0,0,0,372,440,189,1028,343,0,2527,183,2228,0,0,0,2593,687,6052,1448,605,711,0
contig_44716,0,385,0,0,0,0,0,0,0,0,0,0,0,4947,1824,0,0,0,0,0,106,0,0,0,0,0,72,347,0,0,0,0,0,0,0,671,0,0,0,0,0,1242,0,0,0,0,0
contig_44719,131,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,199,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0
contig_44737,174,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,752,879,0,0,0,0,29,0,0,32,283,0,0,0,0,0,0,0,90,0,0,1093,76,0,0,0,0,0,0,2340
