,01_GEMM_006_12M,01_GEMM_006_18M,01_GEMM_006_24M,01_GEMM_006_30M,01_GEMM_006_36M,01_GEMM_006_48M,01_GEMM_006_60M,01_GEMM_011_12M,01_GEMM_011_18M,01_GEMM_011_24M,01_GEMM_011_30M,01_GEMM_011_36M,01_GEMM_011_48M,01_GEMM_011_60M,01_GEMM_016_12M,01_GEMM_016_18M,01_GEMM_016_24M,01_GEMM_016_30M,01_GEMM_016_36M,01_GEMM_016_48M,01_GEMM_019_12M,01_GEMM_019_18M,01_GEMM_019_24M,01_GEMM_019_30M,01_GEMM_019_36M,01_GEMM_019_48M,01_GEMM_019_60M,01_GEMM_053_12M,01_GEMM_053_18M,01_GEMM_053_24M,01_GEMM_057_12M,01_GEMM_057_18M,01_GEMM_057_24M,01_GEMM_057_30M,01_GEMM_057_36M,01_GEMM_057_48M,01_GEMM_060_12M,01_GEMM_060_18M,01_GEMM_060_24M,01_GEMM_060_30M,01_GEMM_060_36M,01_GEMM_060_48M,01_GEMM_060_60M,01_GEMM_062_12M,01_GEMM_062_18M,01_GEMM_062_24M,01_GEMM_062_30M,01_GEMM_062_36M,01_GEMM_062_48M,01_GEMM_068_12M,01_GEMM_068_18M,01_GEMM_068_24M,01_GEMM_068_30M,01_GEMM_068_36M,01_GEMM_068_48M,01_GEMM_068_60M,01_GEMM_102_12M,01_GEMM_102_18M,01_GEMM_102_24M,01_GEMM_102_30M,01_GEMM_105_12M,01_GEMM_105_18M,01_GEMM_105_24M,01_GEMM_105_30M,01_GEMM_105_36M,01_GEMM_105_48M,01_GEMM_109_12M,01_GEMM_109_18M,01_GEMM_109_24M,01_GEMM_109_30M,01_GEMM_109_36M,01_GEMM_109_48M,01_GEMM_139_12M,01_GEMM_139_18M,01_GEMM_152_12M,01_GEMM_152_18M,01_GEMM_152_24M,01_GEMM_152_30M,01_GEMM_152_36M,01_GEMM_152_48M,01_GEMM_152_54M,01_GEMM_154_12M,01_GEMM_154_18M,01_GEMM_154_24M,01_GEMM_154_36M,01_GEMM_154_48M,01_GEMM_154_60M,01_GEMM_179_12M,01_GEMM_179_18M,01_GEMM_179_24M,01_GEMM_179_30M,01_GEMM_179_36M,01_GEMM_179_48M
contig_41508,0,0,0,0,0,0,0,0,0,0,1902,0,0,299,0,0,0,0,0,431,538,0,0,0,0,0,0,0,0,0,0,42,0,55,0,0,0,0,0,0,0,0,0,1195,0,0,0,0,0,544,1530,181,1349,1178,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,10
contig_41514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,37
contig_4152,3106,1682,0,0,387,378,0,0,0,0,1443,0,0,3741,0,0,0,0,0,0,0,0,0,0,0,0,0,13718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,356,152,0,894,0,0,0,0,0,0,0,11884,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41528,1253,7957,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,9498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_4153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,38,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4451,453,13738,0,0,0,0,0,0,0,0,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,1115,0,8008,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,9022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,493,277,0,1540,768,0,0,0,0,0,0,0,0,408,2757,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,139,0,0,0,0,0,153
contig_41573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41593,0,0,0,0,30,0,0,0,18,0,69,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,49,0,0,164,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,371,0,69,0,0,113,0,29,32,0,0,0,0,0,0
contig_41595,0,0,82,0,1393,0,0,0,0,0,0,0,0,0,0,0,4612,0,0,0,0,0,0,42,0,0,0,0,0,425,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4631,164,0,1375,42,969,310,0,0,0,0,0,0,0,615,0,659,0,0,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,405,0,0,0,0,0,0,0,0,0,0,0,4182,0,0,0,0,0,0,0,4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,26,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41604,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,133,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,37,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,79,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41605,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4282,0,1139,0,0,0,0,0,0,0,0,0,0,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41615,0,0,0,0,1304,0,0,0,0,0,0,0,0,0,0,0,1111,0,0,0,0,0,55,0,0,0,0,0,0,342,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7724,182,84,0,1276,0,169,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,1369,119,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
contig_41622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12198,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,169,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,0,0,61,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,158,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,75,0,0,0,39,0,0,0,0,0,0
contig_41675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8502,443,0,2772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41681,573,2458,0,319,397,0,0,0,0,0,0,0,0,0,0,13933,583,8488,1534,4017,0,0,0,0,0,0,0,1741,0,1518,0,0,0,954,0,0,1435,0,0,0,0,0,0,522,0,0,0,0,0,1504,3989,51,2384,1053,0,1316,0,0,0,0,0,0,0,0,707,1980,0,0,0,0,0,0,0,777,473,0,0,307,1563,0,0,0,0,0,55,165,0,0,0,0,0,0,0
contig_417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,24,0,83,87,0,0,0,0,0,0
contig_41716,0,35,0,0,0,0,0,0,0,0,0,0,0,1068,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41721,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,204,0,0,20,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,458,0,0,0,0,0,0,40,0,0,0,0,0,0,0
contig_41726,503,2377,0,0,0,0,0,0,0,0,0,0,0,18138,0,723,0,0,0,0,0,0,0,0,0,0,0,12442,0,403,0,460,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,5974,0,0,0,0,158,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2715,57,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342,0,0,0,0,0,0,7975,0,1040,0,0,0,0,0,0,0,0,0,0,0,0,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41745,0,0,0,2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41754,0,0,0,0,0,0,0,0,0,47,7116,0,0,2854,0,0,0,0,0,0,4197,0,46,20,0,0,0,0,0,41,67,384,38,186,0,0,0,0,0,0,0,0,170,2693,180,0,0,0,0,5583,10116,261,6306,2816,569,635,0,0,0,0,0,0,0,261,0,1962,0,0,0,0,0,0,0,2357,0,0,0,0,0,0,0,0,0,0,0,78,149,0,0,0,0,0,0
contig_4176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,0,566,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,46,149,34,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,40,0,0,0,0,40,0
contig_41766,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,50,30,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,374,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5549,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41778,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,88417,272,0,3663,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18451,0,0,47,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6737,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,1780,1297,312,739,0,0,0,0,0,0,0,7719,0,491,0,0,0,0,0,0,0,0,0,0,0,120,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41822,0,0,0,0,0,0,0,0,0,0,0,0,0,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,30827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,0,272,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41866,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,8269,163,29,0,337,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,58,0,371,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44557,0,0,815,953,0,0,0,0,0,0,0,0,0,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41877,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,3742,0,1123,53,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,1343,838,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41878,0,0,0,0,0,0,0,0,0,0,0,0,0,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4304,0,0,0,0,0,4321,5626,0,1608,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,34,0,0,0,0,0,0,0,0,27,0,49,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,7722,0,0,0,0,0,0,0,0,0,0,0,0,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41886,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,3622,37,0,604,210,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,200,0,0,2547,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,168,0,0,0,0,0,773,0,0,110,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41887,0,0,0,0,402,0,0,0,0,0,1066,0,0,0,0,46697,1109,3767,2045,1523,0,0,0,0,0,0,0,477,0,705,0,1110,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3346,4728,0,3331,1943,0,915,0,0,0,0,0,0,0,0,726,1464,0,0,0,0,0,0,0,0,1833,0,0,506,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41897,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,614,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,41,0,0,0,0,0,0,638,575,0,0,0,0,0,0,0,0,0,0,0,49,1720,0,16,33,0,15,0,0,0,0,0,0,0,66,0,0,0,0,0,0,226,0,0,0,0,0,0,459
contig_41901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41915,0,0,0,0,0,0,0,0,0,112,1672,0,0,1454,0,0,0,0,0,0,2070,0,0,56,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,68,3411,334,0,58,0,0,639,4498,255,1858,1329,1527,0,0,0,0,0,0,0,0,0,529,490,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0,0,0,502,374,0,0,0,0,0,0
contig_41929,8235,314,0,7229,0,28,0,0,0,0,0,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,977,0,211,0,0,0,957,0,0,0,0,426,48,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41941,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,123
contig_41943,0,0,0,19225,153,0,0,0,0,0,98,0,0,0,0,3714,70,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,16,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41959,0,645,0,0,19,0,0,0,0,0,611,0,0,0,0,1034,0,0,0,0,881,0,0,0,0,0,0,0,0,0,0,153,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,0,0,177,899,40,93,372,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41991,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2998,123,3784,652,0,0,111,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,172,903,811,300,717,0,0,0,0,0,0,0,446,0,2055,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,100,81,0,0,0,0,0,0,0
contig_41993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3491,0,0,724,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_41999,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,0,229,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_42061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,108,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_42063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,58,0,0,0,55,0,0,0,0,0,0
contig_42065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11746,117,0,164,136,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,1621,0,0,0,0,0,0,568,0,75,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_42066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,708,0,0,0,0,0,0
contig_42071,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_42074,0,678,0,101,6833,0,0,0,0,0,5981,0,0,0,0,106194,1984,0,3996,0,28,0,0,0,0,0,0,0,0,0,0,5780,0,0,0,0,0,0,0,0,0,0,0,9643,0,0,0,0,0,236,148,0,921,0,34,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,3445,2417,7469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_42085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,82,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
