,01_GEMM_006_12M,01_GEMM_006_18M,01_GEMM_006_24M,01_GEMM_006_30M,01_GEMM_006_36M,01_GEMM_006_48M,01_GEMM_006_60M,01_GEMM_011_12M,01_GEMM_011_18M,01_GEMM_011_24M,01_GEMM_011_30M,01_GEMM_011_36M,01_GEMM_011_48M,01_GEMM_011_60M,01_GEMM_016_12M,01_GEMM_016_18M,01_GEMM_016_24M,01_GEMM_016_30M,01_GEMM_016_36M,01_GEMM_016_48M,01_GEMM_019_12M,01_GEMM_019_18M,01_GEMM_019_24M,01_GEMM_019_30M,01_GEMM_019_36M,01_GEMM_019_48M,01_GEMM_019_60M,01_GEMM_053_12M,01_GEMM_053_18M,01_GEMM_053_24M,01_GEMM_057_12M,01_GEMM_057_18M,01_GEMM_057_24M,01_GEMM_057_30M,01_GEMM_057_36M,01_GEMM_057_48M,01_GEMM_060_12M,01_GEMM_060_18M,01_GEMM_060_24M,01_GEMM_060_30M,01_GEMM_060_36M,01_GEMM_060_48M,01_GEMM_060_60M,01_GEMM_062_12M,01_GEMM_062_18M,01_GEMM_062_24M,01_GEMM_062_30M,01_GEMM_062_36M,01_GEMM_062_48M,01_GEMM_068_12M,01_GEMM_068_18M,01_GEMM_068_24M,01_GEMM_068_30M,01_GEMM_068_36M,01_GEMM_068_48M,01_GEMM_068_60M,01_GEMM_102_12M,01_GEMM_102_18M,01_GEMM_102_24M,01_GEMM_102_30M,01_GEMM_105_12M,01_GEMM_105_18M,01_GEMM_105_24M,01_GEMM_105_30M,01_GEMM_105_36M,01_GEMM_105_48M,01_GEMM_109_12M,01_GEMM_109_18M,01_GEMM_109_24M,01_GEMM_109_30M,01_GEMM_109_36M,01_GEMM_109_48M,01_GEMM_139_12M,01_GEMM_139_18M,01_GEMM_152_12M,01_GEMM_152_18M,01_GEMM_152_24M,01_GEMM_152_30M,01_GEMM_152_36M,01_GEMM_152_48M,01_GEMM_152_54M,01_GEMM_154_12M,01_GEMM_154_18M,01_GEMM_154_24M,01_GEMM_154_36M,01_GEMM_154_48M,01_GEMM_154_60M,01_GEMM_179_12M,01_GEMM_179_18M,01_GEMM_179_24M,01_GEMM_179_30M,01_GEMM_179_36M,01_GEMM_179_48M
contig_2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,129,0,0,0,0,0,0
contig_26571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17789,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26575,0,0,0,193,0,0,0,0,0,0,0,0,0,140,0,0,476,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26590,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,535,0,0,108,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26603,108,0,0,250,630,343,0,0,0,0,0,0,0,2238,0,13514,824,750,3230,1346,928,0,0,0,0,0,0,1274,0,2673,140,1401,0,749,0,0,273,0,0,0,0,0,0,2053,0,0,0,175,0,617,862,0,1070,255,0,310,0,0,0,0,5094,0,0,161,73,1581,0,0,0,0,0,0,494,1673,792,0,0,77,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11446,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891,0,0,0,0,0,0,0,0,0,0,0,2414,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6072,0,11112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26611,0,0,0,0,1226,0,0,0,0,0,0,0,0,0,0,4606,1222,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26617,0,0,0,0,373,990,0,0,0,0,1630,0,0,0,0,30754,799,5099,2046,2684,0,0,0,0,0,0,0,679,0,873,0,1542,0,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,2779,5679,0,3888,1678,0,1312,0,0,0,0,0,0,0,0,834,1789,517,167,0,0,0,0,0,0,1578,0,0,457,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26622,0,0,0,0,9676,0,0,0,0,0,0,0,0,0,0,81377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,9841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,158,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,230,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,3002,0,1454,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26685,0,0,0,0,735,459,0,0,0,0,0,0,0,0,0,2185,0,0,0,808,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,0,5805,0,0,151,0,0,0,0,0,0,0,0,59,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26691,7802,0,0,1373,0,0,0,0,0,0,0,0,0,1516,0,0,4632,0,0,0,0,0,115,0,0,0,0,0,0,3859,0,1025,0,1789,0,0,0,0,0,0,0,0,0,22356,1852,160,0,1266,0,0,349,7758,12085,0,6636,0,0,0,0,0,0,0,0,149,7437,22376,0,137,352,0,500,0,0,0,0,0,0,0,987,0,57,0,0,0,57,386,226,0,0,0,0,0,1732
contig_26709,69,0,0,0,283,0,0,0,0,0,0,0,0,0,0,15543,240,0,445,0,136,0,0,0,0,0,0,0,0,814,0,772,119,955,0,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,355,458,387,835,238,0,540,0,0,0,0,0,0,0,0,0,414,0,0,43,0,0,0,0,249,227,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,771,0,0,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,0,0,4906,0,0,0,0,0,0,0,0,0,2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26762,432,0,0,144,0,93,0,0,0,0,0,0,0,493,0,10950,805,4317,344,10162,4134,0,66,50,0,0,0,0,0,595,0,0,0,217,0,0,0,0,0,0,0,0,0,2647,173,43,0,93,0,3653,8878,389,10917,339,406,2925,0,0,0,0,0,0,0,195,741,1437,0,0,0,0,0,0,0,0,278,0,0,372,2331,0,0,0,0,0,0,299,0,0,0,0,0,0,0
contig_26788,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,0,6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10960,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508,0,0,808,0,0,0,0,0,0,0,0,0,2254,0,0,0,0,0,0,0,0,0,0,0,192,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,1321,0,82,70,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26803,0,0,0,0,0,0,0,0,0,40,8603,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,7502,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,141,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,93,31,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,41,0,0,0,0,0,0
contig_26848,0,0,0,9410,933,536,0,0,0,0,0,0,0,0,0,335283,5291,0,20285,1719,225,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,5201,0,0,0,0,0,2957,0,0,0,738,0,0,0,0,0,0,0,0,0,141,0,141,0,0,0,0,0,0,42492,1039,9193,0,0,101,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26859,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,585,0,0,0,0,0,0,0,0,0,0,31,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26870,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,0,0,0,16994,7585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,0,252,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,3497,0,308,0,0,0,0,0,0,0,0,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,56,701,505,0,0,0,0,0,165
contig_269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,20,238,45,0,0,0,0,0,0
contig_26951,303,0,0,0,0,0,0,0,0,0,643,0,0,803,0,26261,623,4637,2791,2041,0,0,0,0,0,0,0,0,0,675,0,1012,0,913,0,0,454,0,0,0,0,0,0,97,332,33,0,201,0,3094,6756,0,4370,2502,0,1732,0,0,0,0,0,0,0,0,687,1176,354,0,89,0,0,0,0,0,0,0,0,0,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_26998,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,720,0,1566,0,0,443,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,213,3536,1145,0,0,0,0,0,202
contig_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,211,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_270,0,0,0,0,0,0,0,0,0,0,2691,0,0,508,0,0,0,0,0,610,1691,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,239,629,0,0,0,0,0,8069,754,0,4062,3141,0,214,0,0,0,0,0,0,0,161,28,2208,0,0,0,0,0,0,0,1514,0,0,0,0,86,0,0,0,0,0,0,130,235,0,0,0,0,28,67
contig_27008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,487,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27018,0,0,0,0,278,47,0,0,0,0,236,0,0,0,0,0,0,0,0,0,3002,0,0,0,0,0,0,0,0,0,0,0,78,422,0,0,0,0,0,0,0,0,60,0,244,0,442,0,0,0,40,940,1577,6638,66205,800,0,0,0,0,0,0,0,0,0,139,0,401,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1217,97,0,0,0,0,0,112
contig_27028,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,5427,59,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1689,0,0,108,0,0,0,0,0,0,0,0,0,0,308,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27033,0,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,907,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11592,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27056,0,0,0,0,197,0,0,0,0,0,1148,0,0,0,0,14958,103,0,68,0,0,0,0,0,0,0,0,0,0,59,0,599,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,137,207,0,362,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,59,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27064,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,6902,926,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,224,0,120,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,361,52,0,0,0,0,0,0
contig_27069,0,0,0,0,207,0,0,0,0,0,0,0,0,170,0,664,0,0,334,385,0,0,0,0,0,0,0,0,0,199,0,0,31,240,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,794,388,0,0,0,0,0,0,0,0,0,0,0,1659,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,0,42,0,0,0,0,0,0,0
contig_27080,971,0,0,0,189,0,0,0,0,0,0,0,0,0,0,1321,0,0,0,0,0,0,0,0,0,0,0,132,0,255,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,193,0,200,653,0,0,0,0,0,0,0,0,0,1337,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478,120,2032,2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,62,0,0,0,0,0,0
contig_271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,1042,0,0,0,0,16,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,22,101
contig_27109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2317,0,0,0,0,0,0,0,0,0,235,196,63,371,0,0,0,0,0,0,0,0,0,8120,0,0,0,0,0,0,0,0,9995,521,67,315,0,0,0,0,0,0,0,238,0,1282,0,0,0,0,0,0,0,0,0,0,0,41,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,73
contig_27161,254,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,210,0,2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,665,0,67,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,75,0,21,0,27,0,0,0,0,144,122,3758,1927,112,0,0,0,0,0,0,0,37,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,253,125,0,0,0,47,0,48
contig_27201,0,0,0,0,0,0,0,0,0,0,2240,0,0,0,0,65453,0,0,2715,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7348,0,4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,1438,0,0,0,0,0,0,629,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,378,272,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27223,0,0,0,0,0,0,0,0,0,0,34555,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27233,281,0,0,0,177,0,0,0,0,0,0,0,0,0,0,47936,0,0,0,0,0,0,32,0,0,0,0,0,0,276,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,239,104,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,2869,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7660,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,9586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27299,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,344,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18421,39,0,0,329,0,0,0,0,56,0,0,0,0,0,0,0,0,0
contig_27306,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,881,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_27325,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,1739,296,0,401,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,285,104,0,366,0,0,0,0,0,0,0,51,0,258,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
